chapter,paragraph,text,class,class_name
80,4,"After the occupation of the city by the Allies, the American and Japanese troops were placed in charge of the Palace grounds.
A portion of the Ninth Infantry were encamped within this court.
At this time you see them lined along both sides of this Imperial highway as a mark of military respect to the Field Marshal.
You see three mounted officers between a guard on white horses and the escort following.
The central figure, partially hidden by the German flag at the head of the escort, in the rear of the three mounted officers, is the Field Marshal.
He passes through and leaves the court by a gate to the left.
His escort embraces officers from the different armies.
The American Sixth Cavalry lines the way between the gate on which we stand and the next gate behind us toward the Chien-men, and representatives of troops from other nations occupy positions along the route followed.
",24,War and Conflict
80,5,"Before we can enter yonder sacred portal we must obtain a permit from General Chaffee or General Yamaguchi who at the time are in command of the American and Japanese forces.
Very naturally after a place so important as this is thrown open for the first time in history, there is an irrepressible desire to peer within; restriction is necessary and permits are required.
After some delay these are received; then a further delay is entailed because one must wait until permits have been granted to a number, when an officer is detailed to accompany the party.
Previous arrangements have been made with the native caretakers of the Palace, who also must accompany us to see that nothing is taken or disturbed.
Notwithstanding this precaution and vigilance nearly all portable articles in the buildings have disappeared.
",13,Military and Naval Defenses
80,6,"We will descend and enter at that middle door, where we find a number of well-dressed court guards, who will follow us at every turn.
Within the court beyond we shall pass to the west side and look toward the northeast.
See red lines on the map connected with the number 81.
",13,Military and Naval Defenses
81,2,"We are at last within the Sacred City, where, until now, none of all those who have visited Pekin have ever been; within grounds from which all the foreign ministers and high functionaries of state have been excluded.
And now that we are within, what are we to see to reward a mysterious exclusion for all these centuries?
The expression of all who have passed through these royal enclosures is that of disappointment.
Royal domiciles the world over have taught us to expect to find therein a lavish expenditure of wealth in art and architecture, and why not expect such things in this venerable arcanum of Chinese and Manchurian sovereigns?
On the other hand, in all that we have thus far seen of China we have not been encouraged to expect great things, except, probably, in walls.
Decay and dilapidation have characterized all places under native rule from Canton to the Capital, and why should we expect it to be otherwise here?
We will not find it otherwise.
Let us venture to look around.
We are in the first court and within the great South Gate of the Forbidden City; we have turned a little off to the left and ascended for a short distance an inclined causeway leading to side buildings.
We look diagonally across the court toward an interior gate, called ""Tai-ha-men.""
Already since leaving the Chien-men we have passed through four stupendous gates.
What an egregious fad in gates and walls!
And how little whims and fancies develop, in time, into monstrous follies!
But to the Chinese taste these gates are things of beauty.
The most we see here is roof.
It is thus over the country; buildings are mostly roof; and one roof is not enough; there are generally two, and often many attachments.
Everything in China has an uncared-for appearance.
Look at the weeds and grass growing up from the pavements; that canal is without water; and look at the shrubs growing from the chinks in the walls.
There is grass and wild herbage enough about this court to graze a flock of goats; neither is this owing to the absence of the royal occupants; it is characteristic of the palace grounds, and it is characteristic of China.
Those massive rails before the gate and around it and along the canal near us are elaborately sculptured in white marble; but when once finished they are left for time and neglect to write their traceries upon them.
The yellow glazed tiles of the roofs and the dark green ornamental painting on the interior wooden work of the gate afford an agreeable contrast to the colorless city outside.
Those pillars of the gate are of wood, as is the entire inner structure.
The two bronze lions guarding the approach are works of art, at least of the Chinese order, and were probably cast during the Ming reign when the bronze age was in its zenith.
",1,Architecture and Building
81,3,"We have made a cursory survey of all within our view except the solitary living figure, a half-grown lad, who, I scarcely need say, is not a member of the royal household left behind, but my own solemn-visaged, though very serviceable native boy.
He was rather averse to standing before the camera, but did not see his way to escape decently, being in my employ.
This accounts partially for his demure countenance, although in his general state of mind he was cross, but honest.
This is a Christian boy furnished to me by missionaries.
They said his father was chased away by the Boxers and had not been heard of since.
The family were reduced to poverty and the boy was manfully trying to do what he could to support them.
He took care of the room which I occupied for a month, sometimes acting as my porter.
He had more honor than the average Chinaman.
On one occasion I hinted that something had disappeared from my room; this touched his pride so painfully that he left me for twenty-four hours, but returned at the end of that time after wages due him and making me to understand that ""he no stealee boy.""
We thereupon became reconciled until another day when we had a serio-comical falling out because I found him wiping my dishes-I should not say dishes; dishes is too plural for a plate and a cup-with his coat-tail.
The culmination, however, was a protest with no serious results; we became reconciled again, and I furnished a dishcloth and we parted friends.
",4,Daily Life and Occupations
81,4,"When we pass up that balustered approach to the gate we shall tread upon dragons sculptured in bold relief in the pavement blocks of marble.
Passing through and entering another smaller court, on the farther side of which stands one of the royal halls, we turn to the right and look westward along its front.
See map.
",1,Architecture and Building
82,2,"Is not this disappointing?
Certainly it is of exceeding interest; it is within the Forbidden City.
That alone would give great interest to the scene, but it is one of the main buildings of the palace.
That fact adds further to its interest, yet architecturally it is disappointing and far from being palatial in appearance.
There is little of the imposing grandeur we expect to find surrounding royalty.
We would not, of course, expect to find it comparable with imperial homes in European countries; but it does not compare with many palaces in other Oriental countries, nor other structures even in China, such as the Fukien Guild Hall at Ningpo, or the Ancestral Hall at Canton.
",1,Architecture and Building
82,3,"There is nothing to distinguish the building from any old temple, or tea-house, or Yamen, or private home of a mandarin; and we should scarcely expect anything different when we recollect that the Chinese are a people of a single idea-one idea in everything; more than one would denote progress, a lack of which is the distinguishing trait of the people one idea in art-and one in architecture.
All buildings are on the same plan; a temple may be turned into a palace and vice versa, which is often done.
Private houses, pavilions, shops, palaces, pai-lau, temples and even gateways embody but one architectural idea; hence in this sacred and long secluded sanctum of the imperial family you see only the same old rickety heaps of brick and tile.
The Chinaman aims at perpetuity rather than progress, and who can say he has not succeeded?
He and Time are old friends, and he regards progress as an upstart.
We fail to find anything out of the usual in the buildings; we see some carved tablets on the pillars; we see weather-worn awnings over the doors.
The roof tiling is of a superior quality.
The court flagging is out of repair; but the bronze figures are beautiful; also the bronze cisterns and the urns or altars, all of which we are naturally disposed to credit to the bronze age of the Mings.
Bronzes are cast at the present time, but it is unreasonable to suppose that inferior modern bronzes would be found in such a place.
",1,Architecture and Building
82,4,"To a certain extent we may say the Chinese ideas of architecture result more or less from their religious ideas.
Spirits prevail everywhere and houses must be arranged so as to make it difficult for them to enter.
As spirits go in a straight line, it is not wise to have buildings higher than the city wall, otherwise you might have undesirable visitants.
So all buildings are one story.
The mythical creatures in bronze or marble placed out by the entrance are supposed to have a real influence in keeping out evil spirits and preserving the peace of the household.
Geomancers are a necessary part of the palace officials, and they keep the imperial household well stirred up lest the feng-shui should not be right.
They also reap a silver harvest in the process.
",1,Architecture and Building
82,5,"That object resembling the common form of the American heating stove is the altar.
On this incense and offerings are burned to the so-called divinities, or heroes who are liable to become divinities in time; but hero worship and pantheism in China is an infinity of idiocy more pitiable than interesting, and we pass it by and introduce you to a trio of celestial court flunkies.
Those fellows are not simply posing for a picture, they are keeping a sharp surveillance over every movement of the photographer.
I necessarily fell behind the party in making these stereographs, and these three linger to watch my movements in case I might carry off that cistern or pocket those birds.
By their style of dress we see that two of them are somewhat important; those are caps of consequence; the feather behind is particularly consequential; besides, they are portly men, and obesity in this country usually keeps pace with functionary importance.
Mandarins are generally fat men.
",18,Religion (Buddhism and Ancestor Worship)
82,6,"There is a Western clock at the farther end of the porch.
It is not going, and one wonders whether it stopped at the time the imperial household fled.
",4,Daily Life and Occupations
82,7,"We enter the building and see considerable furniture of fine workmanship, and some art treasures and bric-abrac not easily moved, most movable belongings having been looted or carried away in the hegira.
We leave this hall on the opposite side, and, passing through another gate, and entering a third court, we take a similar position before another hall.
See map.
",1,Architecture and Building
83,2,"City,
",11,Geography and Topography
83,3,"Were it not for the different ornamental objects of art and worship, you would scarcely know we are before another building and in another court, the similarity in the appearance of structures is so great; and yet this is the private room of the Empress.
On the pillars in the porch there are the same carved tablets and similar faded and weather-worn awnings, but the bronze articles of decoration are of a higher order.
They are for the gaze of the imperial eyes and are of finer mold.
The incense burners are more delicate and slender and more richly decorated; the marble bases on which they stand are covered with six or seven patterns of ornamentation.
The base and pedestal of the dragon are beautifully ornate in design and workmanship.
The dragon himself, as though conscious of posing before royalty, looks his prettiest, giving the most gracious and graceful curves to his wonted contortions; his hair is stylishly set up in fluffy tufts; his mustache has a dainty twirl, and while his mouth lacks the curves of Cupid's bow, he probably knows that at times, in art, the most hideous is the most beautiful.
",1,Architecture and Building
83,4,"Even in this court of the apartments of the Empress, we see weeds intruding, other than widow's weeds;
we see also cedar trees which are well-nigh sacred in China as in many Eastern countries;
they are especially the trees of the cemeteries.
",3,Cemeteries and Burial Practices
83,5,"The watchmen are still upon our tracks; two are those who were with us in the last court.
One of the two, attired in dark silk garments, has probably gone to skirmish the advance members of our party, while another takes his place to complete the indispensable lucky number.
There is something almost pathetic about the shorn authority of these palace guardians.
Never before have they seen even the highest of their kindred, outside the royal family within these walls; now soldiers, civilians, photographers and all sorts of ""foreign devils"" are tramping through and desecrating the sacred grounds.
What, then, must be the feelings of the Empress and the Emperor and Prince Tuan and other members whose mighty highness has been so long unapproachable and invisible, to see the despised Westerner in full control and peering into all the sacred nooks of their much-walled and inviolable asylum?
Surely they must think hereafter, if they have not thought heretofore, that, in colloquial parlance, there are others.
They have been punished and humiliated before, but they soon regained ""face,"" i. e., prestige.
To dislodge a Chinese idea is a great undertaking.
",2,British Colonialism
83,6,"While we are before the apartments of the Empress I should tell you that only a small portion of her time is spent here.
Her summers are spent at the Summer Palace among the western hills, thirteen miles from Pekin, which we shall visit later, and her favorite retreat within the city is a private palace, near the lake in the Imperial City, onehalf mile west of the Forbidden City.
That palace was occupied by Field Marshal Count von Waldersee while the allied armies were in the capital and has since been burned down.
",11,Geography and Topography
83,7,"We will pass through the Hall of the Empress, which scarcely contains anything worthy of a stereograph, even if the smallness of the rooms and the poor illumination did not prevent photographic operations;
then we enter another building called the Tai-ho-tien, or ""Hall of Highest Peace,"" which is apparently the most imposing structure in the Forbidden City.
It is over a hundred feet in height and elevated on a terrace twenty feet above the ground.
It is ascended by successive marble steps ornamented with magnificent balustrades in richly sculptured marble.
The main hall is two hundred feet in length by ninety feet in width and contains seventy-two pillars;
in the center of this is the Dragon Throne.
",1,Architecture and Building
84,2,"We stand before the Dragon Throne.
This is the finest and most important hall in the Palace.
It is surely the chef-d'œuvre of Chinese artisans, architects and sculptors.
Notice the deeply paneled ceiling and the vast elaboration of carving on everything.
The screen behind the monarch's seat of state is an intricate lace-work in wood.
dragon, of course, holds the first place, indeed all the places, in ornamental designs.
The throne itself is a capacious and massive affair carved in black wood.
The floor of this great hall is marble; the floor of the dais on which the royal chair stands is exquisitely inlaid.
The incense The urns and figures are of bronze; the ascent to the throne is by three steps.
There is no scarcity of fine moral sentiments inscribed on tablets and walls; that motto in large characters over the throne is, as nearly as translatable into English, ""Purity and Righteousness,"" and on the vertical tablet at the right hand is, ""The first step in adjusting the universe is to keep constantly in mind the shaping of one's own character.""
As to whether there is any palpable misfit about any of these fine ethical sentiments surrounding the throne of the Chinese Empire, there may be diversity of opinion.
The other inscriptions are too incomplete or indistinct for translation.
Williams says in his ""Middle Kingdom"": ""Here the Emperor holds his levees on New Year's Day, his birthdays, and other state occasions; a cortège of about fifty household courtiers stand near him, while those of inferior dignity and rank stand in the court below in regular grades, and, when called upon, fall prostrate as they all make the fixed obeisances.
It is in this hall that Titsingh and Van Braam were banqueted by Kienlung, January 20, 1795, of which interesting ceremony the Dutch Ambassador gives an account and since which event no European has entered the building,"" until, we may now add, the allied armies of Europe and America entered it, in 1900.
",1,Architecture and Building
84,3,"There is another hall where the Emperor comes to examine written prayers to be offered at the state worship.
There is another where the highest degrees for literary merit are awarded every three years.
And beyond this stands the ""Palace of Earth's Repose,"" or, stripped of metaphor, the Imperial Harem.
Another building farther north and near the northern gate is called the ""Hall of Intense Thought,"" where offerings are made to Confucius and other sages.
There is also the Imperial Library and the Ancestral Hall, where the members of the royal family offer homage to their departed ancestors.
There are other buildings too numerous to mention; but the number of persons living within these sacred walls is not large and nearly all are of the line of the alien conquerors.
How many times servile subordinates have stood in the court near where we stand and made the nine regulation obeisances before the ""Son of Heaven,"" seated on this throne; and we come and go and neither make obeisances nor ""Chin, chin"" to anybody!
How pretentious and absurd kingcraft appears to democracy!
We have seen enough to convince us that while certain things show infinite labor and some skill, the general appearance and condition of this place, show Tsz' Kin Ching, or Carnation Prohibited City"" to be a parody of highsounding names.
",20,Social Classes and Customs
84,4,"We leave the palace at the northern gate, near the foot of the Mei-shan.
We then turn to the left and stop to inspect a Pekinese cart.
Our position and field of vision is given on the map by the red lines, marked 85, which start near the northwestern part of the Forbidden City and extend slightly northeast.
",23,Transportation
85,2,"There is scarcely an illustrated work on China which does not give a picture of this celebrated Pekinese vehicle.
It is entitled to a world-wide celebrity for its negative and infernal qualities; there is nothing which shows the sluggish inaptitude and inadaptability of the Chinese mind better than a Pekinese cart.
Its evolution covers millenniums, and yet its unaltered primordial capacity for inflicting torture on the traveller cannot be imagined.
Before coming to Pekin a friend warned me against these carts, and now I realize he was a true friend; but his warning did not qualify my anticipation-to know, a person must ride in one.
I had but a single experience—I rode a mile only, and yet I know.
They do not look different from other carts, but they are different.
I imagine that the passing of the Car of Juggernaut over one's body would produce a wooing sensation as compared to the jolting of a Pekinese cart.
They are not only without springs, the axle and wheels are very heavy, the latter filled with bolts to give strength; the tire is of heavy iron and its outer surface, in nearly all carts, is filled with knobs or bolt-heads an inch high and an inch apart, though the cart before us lacks the customary knobs on the tire.
The heavy tire protects the felloe, and the knobs are intended to protect the tire.
The solid upper structure is bolted unyieldingly to the axle.
There is no seat.
Besides all this there is an inherent mysterious rigidity about the axle which I have never been able to understand.
The interior is very narrow and very low, and the only entrance is at the front.
I wished to visit the Summer Palace out on the western hills thirteen miles distant.
The missionaries told me I must take a cart; and I have not yet quite forgiven their poor but well-meant advice.
I engaged the cart, placed my camera and box and other paraphernalia within.
There was no seat, and I secured an empty box as a substitute.
I perched on this and we were off.
Chinese horses are small, but they are somewhat lively, at least it seemed so to me on this occasion.
I expected to find the horses as slow and plodding as the people, and that it would be a leisurely walk of thirteen miles.
The horse at once struck an impetuous gate; the road was of course the worst possible.
My apparatus was soon flying about in the most reckless fashion; my hands were both occupied in holding fast to my extemporized seat, using my elbows as springs; ruts and bottomless mud-holes are plentiful, but the one gait is maintained, and I bumped from side to side; my hat went off and scampered with the apparatus.
I was at once convinced it was to be the roughest locomotion I had ever tried, and I have tried nearly everything.
Others had travelled in that way, even some missionary ladies had preceded me to the Summer Palace in a similar cart, and both my pluck and endurance were at stake.
I hoped for the road to become better, but it became worse.
I feared the destruction of my camera and plates, yet I could not quit my hold.
The jolting was excruciating; it was not the mere possibility of dislocation of joints; I would not mind that; it was the more serious matter of telescoping the vertebræ.
I pitched up and down and from side to side.
With grim clutch I supported this churning and pounding for something over a mile, when I quite lost my temper; I did not swear, but was verily in a profane mood.
I kicked the driver, who sat over the cross-bar in front as a signal to stop.
This he did, when in sheer desperation I removed my portables, ordered the cart to return, engaged two street coolies to accompany me, and made the journey and return, twenty-six miles, on foot.
The agonies of this, my first and last attempt, to exploit a Pekinese cart would have been appreciably diminished had I known the proper way of adjusting one's person to the exigencies of the vehicle.
No seat is ever used, but instead mattresses and cushions are placed on the bottom and occupants recline and do not attempt to sit erect; but even with the body thus disposed, the thrashing and pounding to which one is subjected is but slightly modified.
In a single day between sunrise and sunset I have made one hundred and seventeen miles in a springless, Russian post-wagon with relays of horses; but that was as nothing compared with a few miles in a Pekinese cart.
The Chinese have devised many unique modes of torture, but none of them show so successful an application of means to an end as this homicidal cart.
There is another style of cart used in the capital, but it is only used by royalty.
In the royal cart the wheel is placed behind and the cloth trimmings are all in imperial yellow.
",23,Transportation
85,3,"Do you recognize the land-mark which has been several times pointed out from our former positions?
I mean the Mei-shan, or Prospect Hill, or the Coal Hill or Mountain, for it is known by all these names.
Now we are quite near and can see distinctly some of the pavilions on the different points of elevation.
That is a French soldier peering at us on the right.
",13,Military and Naval Defenses
85,4,"Have you noticed the strange gate-like structures between us and the hill?
We will walk over for a nearer view of the latter.
On the map this new position is given by the red lines connected with the number 86 just north of the Forbidden City.
",11,Geography and Topography
86,2,"These curious structures, resembling gateways, are called pai-lau, and may be found scattered over the Empire.
They are erected to commemorate distinguished men, or by officers in memory of their parents.
Permission to erect a pai-lau must be obtained from the Emperor, and such permission is always looked upon as a high mark of honor.
They are sometimes put up in honor of women who have been noted for purity and filial devotion, and also in honor of widows who have declined a second marriage.
Sometimes men erect ante-mortem pailau to themselves.
They have frequently been called triumphal arches, but this is altogether a misnomer, for where there have been no triumphs surely there can be no triumphal arches; besides, they are never in the form of an arch.
They are sometimes constructed of stone, but more generally of wood, and often elaborately carved.
There is sometimes a massive profusion of bracket work below a heavy protecting roof of tiling, indeed, one of the strangest peculiarities of Chinese architecture is an exaggerated system of complex bracket work, and this may generally be seen in the pai-lau.
These commemoration portals are usually placed in streets before temples and government offices; sometimes, however, ordinary gateways placed at the ends of streets are mistaken for honorary portals.
I suppose you have observed the triplicate form of the pai-lau-any number outside of three and its multiples, you will remember, is as fatal as the ill-omened thirteen.
Here we have a perspective of three portals all lying between the Forbidden City and the Mei-shan.
We erect statues and tablets to commemorate persons of distinction; the Chinese erect pai-lau and place a tablet thereon, their statues being chiefly confined to the temples.
You see the tablets on these, the first being by a free translation, ""Blessing for the People,"" and the one on the second pai-lau, ""A Bright Sky and Clear Mirror,"" whatever that may mean.
From these mottoes it is evident they are public memorials.
",1,Architecture and Building
86,3,"The Great Lama Temple is one of the places visited by all travellers to Pekin.
We must not fail to make at least a brief survey.
Its location is given by the number 20 in black in the northeast part of the Tartar City.
We shall stand in the court and look first toward the northeast, as the red lines connected with the number 87 show.
",18,Religion (Buddhism and Ancestor Worship)
87,2,"You may remember our second position in Pekin when we looked froin the Ha-ta Gate due north, along what is now called Von Ketteler Street.
We are now at the extreme northern end of that street, by the northern wall of the Tartar City, within the court of the chief temple of the Lamas.
It is called by the natives the Yung-ho Kung, or Lamasery of Eternal Peace.
The formation of the temple, like all Chinese buildings, is a series of courts surrounded by low, tile-roofed structures on every side; so that it is impossible to make a photographic view to show more than one side, or a section of one of these courts.
In the center of this court is a pavilion at which a number of priests are whiling away their leisure, and that is to say, their lives; for their life-time and leisure signify about the same thing.
This gives you an idea of the character of the many connected edifices all of one style, chiefly roof as before mentioned; there is, however, one building much higher than the rest.
It contains a colossal wooden statue of Maitriya, the coming Buddha.
Notwithstanding its mean appearance, this temple is considered to be one of the most complete in all its arrangements for study, living and worship in the country.
I suppose when I say it is considered to be the most complete, I should explain that it is thus considered by the natives.
My own opinion is that it is one of the most dirty, dingy, smoky, ramshackle establishments in the whole world and filled with one thousand five hundred Mongolian and Tibetan ignorant fanatics, called priests.
Soon I shall present to you a group of these priests, and if you are somewhat of a physiognomist, I will submit whether my apparently uncharitable appellation be unjust.
First, though, we should observe the priests before us.
The priest nearest us assumed that dramatic pose of his own accord; I did not prevent him, and am now glad I did not, as it helps my definition of the group you are to see later.
Three sit by the wall of the pavilion, and another turns a praying-machine; he likewise strengthens my unkind arraignment of the yellow-robed conclave which dwell here.
The praying-machine should be explained.
We claim to lead the world in labor-saving machinery, and yet we have not perfected a genuine praying-machine.
That we have sometimes soporific approximations we all know, but no bona fide mills.
You see a priest couchant by that small upright frame with the typical Chinese roof over it; he is turning a prayer-mill by a short stick held in his hand and attached to a crank at the base of a vertical cylinder or box.
The prayer is written on paper and attached to the box, and every time it revolves the writing is prayed.
In this way a skillful operator can turn out a great many prayers in the course of the day.
Sometimes the crank is attached to a water-wheel, and sometimes to a rude wind-inill, in which cases the devotee can retire while the mill prays on through the night.
A Lama who establishes one of these plants may, with a stiff breeze blowing, consign himself to the arms of Morpheus, and in the morning find himself the very ne plus ultra of holiness.
These priests ought to be good men, as both the elements of the omnipotent ""Feng-shui"" are utilized to that end (the Chinese fates, called Feng-shui, reside in wind and water).
In the native land of the Lamas the praying-machine is universal.
At the door of every house the family machine stands, and every one who enters is supposed to give it a twist for the benefit of the family.
By every stream that affords water-power one may notice a small building which would ordinarily be taken for a water-mill, but which in reality is a prayer-mill, where every turn of the wheel is sending to Heaven the stereotyped invocation: ""Om Ma-ni Pi-mi Hom ""-O, the jewel in the Lotus, Amen!

",18,Religion (Buddhism and Ancestor Worship)
87,3,"But I promised to present to you a group of these men sanctified by machinery.
We need only turn around a short distance to our right.
",20,Social Classes and Customs
88,2,"These are Lama priests who gathered around us while we were looking at the prayer-wheel.
In ordinary times it would be impossible to induce them to stand to be photographed, but the allied armies hold the city, and like all Chinamen they are more meek than they are wont to be; they are afraid to refuse a foreigner's request; yet I do not like to practice duress on men of cloth, even yellow cloth, so I offer them money and they hesitatingly comply.
They are of all ages, some venerable in the service, and some mere boys preparing for the priesthood.
They spend their time in idleness or in studying the doctrines of Buddha.
The head of the Lamasery is called a Gegen, who is considered a living Buddha.
Their studies embrace metaphysics, ascetic duties, astrology, medicine and the arts of laziness.
Their regular devotions are performed in the different courts, and when great numbers are engaged at the same time in their chants and millprayers the effect is very curious, especially if the mills should not be well lubricated, and a universal creaking mingles in the chant.
",18,Religion (Buddhism and Ancestor Worship)
88,3,"The Gegen is usually a Tibetan, as are many of the members.
Of course this temple is a monastery as well as a temple.
Buddhism in northern Asia is called Shamanism, from the Chinese words Hwang-kiao, which signify yellow sect, because the Buddhistic order of priests the world over wear yellow robes.
The pontiff of Shamanish is the Grand-Lama or Da lai Lama at Lassa.
Mongolia and Tibet swarm with Lamas.
The Lamas have a decalogue which is not unlike the Mosaic in many points: (1) Do not kill. (2) Do not steal. (3) Do not commit fornication. (4) Speak not falsely. (5) Drink no wine nor eat flesh. (6) Look not on gay silks or necklaces, use no perfumed ointment, and paint not the body. (7) Neither sing nor dance, and do no sleight of hand tricks or gymnastic acts, and go not to see or hear them. (8) Sit not on a high, large couch. (9) Do not eat out of time. (10) Do not grasp hold of living images, gold, silver, money or any valuable thing.
The tenth will be a sore test for the average mortal.
The great resemblance of the ceremonials of the Buddhists and those of the Romish Church has led to much discussion as to which has copied from the other.
The distinguished scholar and writer, Abbe Huc, enumerates some of the similarities as follows: ""The cross, the mitre, the dolmatica, the cape which the Lamas wear on their journeys, or when performing some ceremony out of the temple; the service with double choir, the psalmody, the exorcism, the censer suspended from five chains, which you can open or close at pleasure; the benedictions given by extending the right hand over the heads of the faithful; the rosary, ecclesiastical celibacy, spiritual retirement, worship of saints; the fasts, processions, litanies, and holy water-all these are analogies between ourselves and the Buddhists.""
Some claim that Lamaism and Buddhism have copied their ritual from Romanism and others that Romanism has derived its forms from paganism, and there have been those who argue that the simulation of the ceremonials of the two religions is a machination of the devil; however, ceremonials are but ceremonials, and we will look again at these representatives of Lamaism in their dirty yellow, cotton robes, and with their shaven heads.
The tenets of their religion may be well enough and their rituals well enough, but what sort of an exposition of a religious life can we expect from men and boys of types like those before us.
I suppose in all religions we must expect great discrepancies between tenets and their exemplification.
The Lama's tenth commandment says: ""Do not grasp hold of living images, gold, silver, money or any valuable thing,"" and some of these priests followed me at least a half-mile clamoring all the way for money, and extortionate money; at last I compromised for a Mexican dollar.
There is a fine bronze lion beyond the priests with a much better countenance than most of these disciples of the Da lai Lama at Lassa.
",18,Religion (Buddhism and Ancestor Worship)
88,4,"Speaking of these priests to a well-informed man who had lived in Pekin for years, he said: ""This great Lamasery was once the residence of Chien Lung, Crown Prince in 1770.
For that reason it could never be used for private purposes again, so it was turned over to the Lamas from Mongolia.
These Lamas represent a distinct type of Buddhist, and are perhaps the most worthless human beings on the earth.
They are very bigoted, but do not understand why or wherefore they are Buddhists.
The Emperor supplies their needs by a generous subsidy each year so as to keep them quiet.
The Chinese from time immemorial have bought the subjection of the peoples who might be called their conquered enemies.
Before the siege, it was risky business for foreigners to attempt to visit the Lamasery, for he might not be allowed to leave except by the payment of a large sum of money.
These priests are filthy in their habits and have no regard for the common virtues of truth and decency.
The Living Buddhas (Gegen) sometimes get into trouble among themselves, and one day a Gegen was seen going down the street with blood flowing down his face.""
",18,Religion (Buddhism and Ancestor Worship)
88,5,"The Tibetan Lamas have another large temple outside the north gate of the city.
",18,Religion (Buddhism and Ancestor Worship)
88,6,"We are now to leave this extreme northern end of Von Ketteler Street, and are about to take a walk of two miles south to the Ha-ta Gate.
So we will just hand over to these Tibetan Lamas that which they are forbidden to take or grasp hold of,"" and then away.
At the Ha-ta Gate where we obtained our first sight of the city, we will follow along the top of the wall eastward until we reach the east wall, and this we follow northward for only a short distance and we reach the Imperial Observatory.
Note on the map the red lines and the number 89 near the southeastern corner of the Tartar City.
",11,Geography and Topography
89,2,"This famous observatory, called Kwang-hsiang-t'ai by the Chinese, is mentioned by all writers on Pekin.
It is visited by all who desire to see the most interesting things about the northern capital.
The occupation of the city by the Allies during the Boxer war has brought this old observatory into still greater fame.
If you have expected to find a great imposing structure like those you may have seen for astronomical purposes in Western countries you must be disappointed.
It is not the building that is notable; in fact you may now see there is no building, only a terrace or a tower built into the wall and some fifteen feet above it.
On the top of this tower are placed the astronomical instruments that are considered so wonderful.
Here we see them only at a distance, and they appear small.
",1,Architecture and Building
89,3,"Soon we shall go nearer where we can study them in more detail; but it is not the instruments in themselves which we are to consider; we must remember the time at which they were made.
Those we see on top of the tower, a magnificent bronze celestial globe, a sextant, a sun-dial and quadrants, were all made in 1674 by order of the Emperor Kanghi, under the direction of the Jesuit Father, F. Verbiest, who was at that time President of the Board of Works.
The large azimuth instrument at the left was a present from Louis XIV to Emperor Kanghi.
Those instruments were made over two hundred years ago, and when we look at them we are astonished no less by the scientific knowledge displayed than by the marvelous mechanical skill requisite for their construction.
We are still more astonished when we go to a court below at the left hand of the tower and find three instruments made altogether by the Chinese, two planispheres and an astrolabe, made nearly four hundred years before Kanghi gave his imperial order for those we see on the tower.
You may remember when we started out on our itinerary I observed that in China one is constantly in a two-fold state of mind, that of admiration and that of disgust.
In looking at these astronomical instruments made over two hundred years ago and some of them over six hundred years ago, we are once more stirred with admiration.
But for the other state of mind we have only to look around us here to see the usual neglect and dilapidation, the wall in ruins and overgrown with weeds and shrubbery.
",14,Missionary Work
89,4,"There sits a native before us with his closely shaven pate defying the fiercest sun-rays;
and lest you should take him to be an astronomer who has wandered a little from his instruments to ponder some profound astronomical problem, I will have to tell you he is only my porter waiting my next movement which will be to the top of the tower for a nearer inspection of the famous instruments.
",4,Daily Life and Occupations
90,2,"We have come to this point to see partially several instruments made by the Jesuits, rather than to see an entire single instrument.
A portion of one of the many ornamental dragons upon which the instruments are mounted is very near, so that we are able to inspect details, though of course this is only for decoration and does not show the delicate mathematical accuracy of the instruments.
In the court below the instruments made by the Chinese themselves, not only antedate these Jesuit-made instruments by over four hundred years, but are much finer in scientific and artistic workmanship.
A quite full and careful description of them by J. Thompson, F.R.C.S., will give you a good idea of their merit as well as of their exquisite handicraft; so while we look at those of the Jesuits we will hear about those of the Chinese: ""Here, in addition to the colossal astronomical instrument erected by the Jesuit Missionaries in the seventeenth century we find two other instruments, in a court below, which the Chinese made for themselves, toward the close of the thirteenth century, when the Yuen dynasty was on the throne.
Possibly some elements of European science may have been brought to bear on the construction of even these instruments; although the characters and divisions engraved on their splendid bronze circles point only to the Chinese method of dividing the year, and to the state of Chinese astronomy at the time.
Yet Marco Polo must have been in the north of China at about the period of their manufacture; or, at any rate, John de Carvino was there, for he, under Pope Clement V, became bishop of Cambalu (Pekin) about 1290 A. D., and perhaps with his numerous staff of priests he introduced some knowledge of Western art.
",14,Missionary Work
